sentence,sentiment,date
Avoid at all costs.  ,negative,2025-02-01 14:33:42.034613
"I saw this film over Christmas, and what a great film it was!  ",positive,2025-05-21 14:33:42.034613
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,positive,2024-12-07 14:33:42.034613
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,positive,2024-12-08 14:33:42.034613
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",positive,2024-12-21 14:33:42.034613
But it wasn't until I watched this film that I realised how great he actually was.  ,positive,2025-03-27 14:33:42.034613
I'll give this film 10 out of 10!  ,positive,2025-01-05 14:33:42.034613
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",negative,2025-01-13 14:33:42.034613
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",negative,2025-02-21 14:33:42.034613
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",positive,2025-01-18 14:33:42.034613
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",positive,2025-03-11 14:33:42.034613
Nevertheless yet another wonderful film from the great master's stable.  ,positive,2025-04-03 14:33:42.034613
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,positive,2025-03-10 14:33:42.034613
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,positive,2024-12-27 14:33:42.034613
"But it is entertaining, nonetheless.  ",positive,2025-04-02 14:33:42.034613
It's a campy sort of film that's a joy to watch.  ,positive,2025-05-16 14:33:42.034613
There's barely a boring moment in the film and there are plenty of humorous parts.  ,positive,2025-05-03 14:33:42.034613
The cast is always entertaining as usual.  ,positive,2025-04-05 14:33:42.034613
"Overall, a delight!  ",positive,2024-12-29 14:33:42.034613
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",negative,2024-12-10 14:33:42.034613
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,negative,2024-12-29 14:33:42.034613
The least said about the acting the better.  ,negative,2025-04-12 14:33:42.034613
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,positive,2025-02-12 14:33:42.034613
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,positive,2025-02-11 14:33:42.034613
Nothing short of magnificent photography/cinematography in this film.  ,positive,2025-03-03 14:33:42.034613
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",positive,2024-12-17 14:33:42.034613
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,positive,2025-01-20 14:33:42.034613
Excellent performance.  ,positive,2025-01-02 14:33:42.034613
There still are good actors around!  ,positive,2025-02-28 14:33:42.034613
Also great directing and photography.  ,positive,2025-04-15 14:33:42.034613
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",positive,2025-01-14 14:33:42.034613
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",positive,2025-02-17 14:33:42.034613
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",positive,2025-04-15 14:33:42.034613
"If you love death and decay, and Shakespears lyrics... this is the one.  ",positive,2024-11-28 14:33:42.034613
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",positive,2024-12-04 14:33:42.034613
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",positive,2024-12-08 14:33:42.034613
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",positive,2025-01-19 14:33:42.034613
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,positive,2025-05-18 14:33:42.034613
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",negative,2025-02-13 14:33:42.034613
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",negative,2025-01-03 14:33:42.034613
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",positive,2024-12-17 14:33:42.034613
It is not good.  ,negative,2025-01-20 14:33:42.034613
"Speaking of the music, it is unbearably predictably and kitchy.  ",negative,2025-04-18 14:33:42.034613
Then the film just dropped the ball.  ,negative,2025-04-07 14:33:42.034613
This is a stunning movie.  ,positive,2025-05-05 14:33:42.034613
Raw and sublimely moving.  ,positive,2025-05-20 14:33:42.034613
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",positive,2025-04-06 14:33:42.034613
All of the main players are mesmerising.  ,positive,2025-01-07 14:33:42.034613
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,positive,2025-05-08 14:33:42.034613
Julian Fellowes has triumphed again.  ,positive,2025-03-02 14:33:42.034613
He's a national treasure.  ,positive,2025-05-16 14:33:42.034613
GO AND SEE IT!  ,positive,2025-05-11 14:33:42.034613
This is an excellent film.  ,positive,2025-04-03 14:33:42.034613
The aerial scenes were well-done.  ,positive,2025-01-01 14:33:42.034613
It was also the right balance of war and love.  ,positive,2025-02-20 14:33:42.034613
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",positive,2025-05-18 14:33:42.034613
Kris Kristoffersen is good in this movie and really makes a difference.  ,positive,2025-03-20 14:33:42.034613
A good film by a great director!  ,positive,2025-03-10 14:33:42.034613
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,positive,2025-03-08 14:33:42.034613
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",negative,2025-03-20 14:33:42.034613
This is just a great movie.  ,positive,2024-12-14 14:33:42.034613
10 out of 10 stars.  ,positive,2025-04-19 14:33:42.034613
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,negative,2025-04-16 14:33:42.034613
It's so bad it's actually worth seeing just for that reason.  ,negative,2025-01-31 14:33:42.034613
Punishment Park is a brilliant piece of cinema.  ,positive,2025-03-25 14:33:42.034613
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",positive,2024-12-10 14:33:42.034613
This is one of Peter Watkins most accessible films.  ,positive,2025-01-18 14:33:42.034613
I advise you to look out for it.  ,positive,2024-12-31 14:33:42.034613
You wont regret it!  ,positive,2024-12-04 14:33:42.034613
Highly recommended A+  ,positive,2025-04-19 14:33:42.034613
Well... Just if you keep thinking how bad it is.  ,negative,2025-01-13 14:33:42.034613
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",negative,2024-12-09 14:33:42.034613
It's a case of 'so bad it is laughable'.  ,negative,2025-03-17 14:33:42.034613
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",negative,2025-01-04 14:33:42.034613
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",negative,2024-12-10 14:33:42.034613
How awful she is!  ,negative,2025-01-13 14:33:42.034613
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",negative,2025-01-26 14:33:42.034613
"The results, well, are a shame.  ",negative,2025-03-14 14:33:42.034613
DELETE this film from your mind!  ,negative,2025-01-10 14:33:42.034613
One of the worst shows of all time.  ,negative,2025-05-04 14:33:42.034613
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,negative,2025-02-14 14:33:42.034613
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",negative,2025-04-11 14:33:42.034613
Never heard of any of them except Cole who was totally unbelievable in the part.  ,negative,2025-01-31 14:33:42.034613
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",negative,2025-02-14 14:33:42.034613
The stories were as unbelievable as the actors.  ,negative,2025-03-19 14:33:42.034613
Lame would be the best way to describe it.  ,negative,2025-01-13 14:33:42.034613
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",positive,2025-05-21 14:33:42.034613
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,positive,2024-12-17 14:33:42.034613
The attractive set used throughout most of the film is an eye-pleasing gem.  ,positive,2025-04-29 14:33:42.034613
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",negative,2024-12-28 14:33:42.034613
"The lines, the cuts, the audio, everything is wrong.  ",negative,2024-12-23 14:33:42.034613
You can find better movies at youtube.  ,negative,2025-04-05 14:33:42.034613
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",negative,2024-12-20 14:33:42.034613
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",negative,2025-04-13 14:33:42.034613
That's how I'd describe this painfully dreary time-waster of a film.  ,negative,2025-01-28 14:33:42.034613
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",negative,2025-02-10 14:33:42.034613
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",negative,2025-05-11 14:33:42.034613
"It's an empty, hollow shell of a movie.  ",negative,2025-02-26 14:33:42.034613
"Seriously, it's not worth wasting your, or your kid's time on.  ",negative,2025-02-27 14:33:42.034613
"Avoid, avoid, avoid!  ",negative,2025-02-18 14:33:42.034613
It will drive you barking mad!  ,negative,2025-01-10 14:33:42.034613
The transfers are very good.  ,positive,2025-02-02 14:33:42.034613
Very nice and relaxing late night viewing.  ,positive,2025-01-25 14:33:42.034613
The movie is full of wonderful dancing (hence the title!  ,positive,2025-03-18 14:33:42.034613
") some great music, and terrific scenery.  ",positive,2025-03-24 14:33:42.034613
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",positive,2025-01-01 14:33:42.034613
") a happy, wonderful, feel good ending!  ",positive,2025-05-22 14:33:42.034613
"The point is the journey, a journey that touches every member of the family.  ",positive,2025-05-05 14:33:42.034613
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,positive,2025-01-17 14:33:42.034613
Nothing new there.  ,negative,2025-02-23 14:33:42.034613
That was done in the second movie.  ,negative,2025-02-04 14:33:42.034613
The movie has almost no action scenes in it and very little comedy.  ,negative,2024-11-28 14:33:42.034613
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,negative,2024-12-09 14:33:42.034613
What on earth is Irons doing in this film?  ,negative,2025-05-05 14:33:42.034613
I just saw this film and I recommend it.  ,positive,2025-03-07 14:33:42.034613
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",positive,2025-01-14 14:33:42.034613
"A very good film indeed, about great and unconditional love.  ",positive,2024-12-12 14:33:42.034613
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",positive,2024-12-08 14:33:42.034613
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",positive,2024-12-24 14:33:42.034613
"Despite the pans of reviewers, I liked this movie.  ",positive,2025-05-05 14:33:42.034613
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",positive,2025-03-08 14:33:42.034613
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",positive,2025-03-19 14:33:42.034613
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",positive,2025-05-17 14:33:42.034613
I guess I liked the details of his dysfunction--he was believable.  ,positive,2025-02-20 14:33:42.034613
The football scenes at the end were perplexing.  ,negative,2025-04-22 14:33:42.034613
But I thought his acting was skilled.  ,positive,2025-01-25 14:33:42.034613
Meredith M was better than all right.  ,positive,2025-03-01 14:33:42.034613
A very charming film with wonderful sentiment and heart.  ,positive,2025-05-15 14:33:42.034613
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,positive,2024-12-03 14:33:42.034613
Nine out of ten for a truly lovely film.  ,positive,2025-04-01 14:33:42.034613
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,positive,2025-05-01 14:33:42.034613
This is one of the best Italian thrillers of the early 70's.  ,positive,2024-12-20 14:33:42.034613
A standout scene.  ,positive,2025-04-03 14:33:42.034613
This scene is very strong and unpleasant.  ,negative,2024-12-21 14:33:42.034613
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",positive,2025-04-17 14:33:42.034613
It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,positive,2024-12-25 14:33:42.034613
The movie was very interesting from beginning to the end.  ,positive,2025-03-01 14:33:42.034613
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,positive,2025-05-14 14:33:42.034613
This movie is also revealing.  ,positive,2025-03-17 14:33:42.034613
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",positive,2024-12-15 14:33:42.034613
And it was boring.  ,negative,2024-11-30 14:33:42.034613
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",negative,2025-03-19 14:33:42.034613
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,positive,2025-01-27 14:33:42.034613
"It's a fresh, subtle, and rather sublime effect.  ",positive,2025-01-27 14:33:42.034613
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",positive,2025-05-26 14:33:42.034613
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",positive,2025-01-30 14:33:42.034613
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",positive,2025-03-31 14:33:42.034613
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",positive,2025-04-20 14:33:42.034613
Also the music by Mark Snow is possibly the best score I've ever heard.  ,positive,2025-03-15 14:33:42.034613
You won't forget this movie!  ,positive,2024-12-27 14:33:42.034613
Why was this film made?  ,negative,2024-12-15 14:33:42.034613
The film has an ultra-cheap look to it.  ,negative,2025-01-08 14:33:42.034613
The result is a film that just don't look right.  ,negative,2025-01-19 14:33:42.034613
None of them are engaging or exciting.  ,negative,2024-12-21 14:33:42.034613
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,negative,2025-05-09 14:33:42.034613
The Foreigner is not worth one second of your time.  ,negative,2024-12-07 14:33:42.034613
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",positive,2025-01-31 14:33:42.034613
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,positive,2025-05-15 14:33:42.034613
This movie is so awesome!  ,positive,2025-04-26 14:33:42.034613
"I loved it, it was really scary.  ",positive,2025-04-11 14:33:42.034613
I love the Scream movies and all horror movies and this one ranks way up there.  ,positive,2025-05-14 14:33:42.034613
If you want a real scare rent this one!  ,positive,2025-04-20 14:33:42.034613
10-Oct,positive,2025-04-24 14:33:42.034613
This is an extraordinary film.  ,positive,2025-02-04 14:33:42.034613
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",positive,2025-01-22 14:33:42.034613
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",positive,2024-12-01 14:33:42.034613
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",positive,2025-01-29 14:33:42.034613
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,positive,2025-05-18 14:33:42.034613
"Predictable, but not a bad watch.  ",positive,2024-12-16 14:33:42.034613
It was clear that she had the range and ability to pull off this part.  ,positive,2024-12-08 14:33:42.034613
She carries the movie well.  ,positive,2025-03-06 14:33:42.034613
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,positive,2025-01-07 14:33:42.034613
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",positive,2025-01-26 14:33:42.034613
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",negative,2025-05-23 14:33:42.034613
"In fact, this stinker smells like a direct-to-video release.  ",negative,2025-02-10 14:33:42.034613
Avoid at ALL costs!  ,negative,2024-12-02 14:33:42.034613
Star Trek V The final Frontier is the worst in the series.  ,negative,2025-01-24 14:33:42.034613
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",negative,2024-12-05 14:33:42.034613
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,negative,2025-05-05 14:33:42.034613
The only place good for this film is in the garbage.  ,negative,2025-02-14 14:33:42.034613
The worst one of the series.  ,negative,2025-02-19 14:33:42.034613
Editing: The editing of this film was phenomenal in my opinion.  ,positive,2025-03-23 14:33:42.034613
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",positive,2024-12-05 14:33:42.034613
Cinematography: The film was shot in an interesting way.  ,positive,2024-11-30 14:33:42.034613
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",positive,2025-05-06 14:33:42.034613
This film offers many delights and surprises.  ,positive,2025-04-09 14:33:42.034613
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",positive,2025-03-18 14:33:42.034613
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,positive,2024-12-17 14:33:42.034613
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,positive,2025-04-23 14:33:42.034613
But this understated film leaves a lasting impression.  ,positive,2024-12-18 14:33:42.034613
The warmth it generates is in contrast to its austere backdrop.  ,positive,2025-04-26 14:33:42.034613
You will leave the theater wanting to go out and dance under the stars.  ,positive,2025-05-02 14:33:42.034613
"The acting, as you'd expect from this cast, is top notch.  ",positive,2025-04-08 14:33:42.034613
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",positive,2025-05-11 14:33:42.034613
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",positive,2025-03-09 14:33:42.034613
Conclusion - I loved it.  ,positive,2025-05-09 14:33:42.034613
It's a long time since I was so entertained by a movie.  ,positive,2024-12-26 14:33:42.034613
I struggle to find anything bad to say about it.  ,positive,2025-04-10 14:33:42.034613
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",positive,2025-04-23 14:33:42.034613
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",positive,2025-05-01 14:33:42.034613
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",positive,2025-05-13 14:33:42.034613
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",positive,2025-01-14 14:33:42.034613
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,positive,2025-04-06 14:33:42.034613
Trumbull on I LOVE LUCY).  ,positive,2025-04-29 14:33:42.034613
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,positive,2025-05-27 14:33:42.034613
See both films if you can.  ,positive,2024-12-05 14:33:42.034613
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",positive,2025-03-04 14:33:42.034613
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",positive,2025-04-20 14:33:42.034613
Very disappointed and wondered how it could be in the Oscar shortlist.  ,negative,2025-01-21 14:33:42.034613
It's very slow.  ,negative,2025-03-14 14:33:42.034613
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,negative,2025-04-10 14:33:42.034613
) Don't waste your time.  ,negative,2025-02-01 14:33:42.034613
End of Days is one of the worst big-budget action movies I've ever seen.  ,negative,2025-01-18 14:33:42.034613
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,negative,2025-02-14 14:33:42.034613
This was one of the worst films i have ever seen.  ,negative,2024-12-21 14:33:42.034613
I'm still trying to get over how bad it was.  ,negative,2024-12-24 14:33:42.034613
This movie is possibly one of the most creative works of horror ever.  ,positive,2024-11-29 14:33:42.034613
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",positive,2025-01-22 14:33:42.034613
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",positive,2024-12-27 14:33:42.034613
"Call me a nut, but I think this is one of the best movies ever.  ",positive,2025-04-09 14:33:42.034613
Great character actors Telly Savalas and Peter Boyle.  ,positive,2024-12-29 14:33:42.034613
"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",negative,2025-01-30 14:33:42.034613
Lots of holes in the script.  ,negative,2025-05-21 14:33:42.034613
It's like a bad two hour TV movie.  ,negative,2025-03-03 14:33:42.034613
Now imagine that every single one of those decisions was made wrong.  ,negative,2025-04-17 14:33:42.034613
The dialogue is atrocious.  ,negative,2025-03-16 14:33:42.034613
The acting is beyond abysmal.  ,negative,2025-04-17 14:33:42.034613
Everything stinks.  ,negative,2025-03-11 14:33:42.034613
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",negative,2025-02-01 14:33:42.034613
"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",negative,2024-12-19 14:33:42.034613
"It's dumb and pointless, and a complete waste of time.  ",negative,2025-03-01 14:33:42.034613
"In short, don't bother with this movie.  ",negative,2025-04-01 14:33:42.034613
"I won't spoil it, but the ending in pretty amazing.  ",positive,2025-03-30 14:33:42.034613
"The best scene in the movie is at the end, but I won't spoil it.  ",positive,2025-04-01 14:33:42.034613
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",positive,2025-01-05 14:33:42.034613
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",positive,2025-03-06 14:33:42.034613
A film not easily forgotten.  ,positive,2025-03-27 14:33:42.034613
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",positive,2025-05-24 14:33:42.034613
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,positive,2025-02-08 14:33:42.034613
"The characters are interesting, even if a bit predictable.  ",positive,2025-05-21 14:33:42.034613
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",positive,2025-04-29 14:33:42.034613
Great movie!  ,positive,2025-01-30 14:33:42.034613
Also the story and acting were weak.  ,negative,2025-04-10 14:33:42.034613
"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",negative,2025-03-30 14:33:42.034613
"Either way, it sucks.  ",negative,2025-01-24 14:33:42.034613
The script is horrendously stupid.  ,negative,2025-01-24 14:33:42.034613
The story starts too fast with absolutely no suspense or build-up in the slightest.  ,negative,2025-03-26 14:33:42.034613
Everything Captain Howdy says is either laughable or just plain stupid.  ,negative,2025-01-29 14:33:42.034613
What the hell kind of crap is that?!  ,negative,2024-12-15 14:33:42.034613
"Then, there's the plot holes.  ",negative,2024-12-10 14:33:42.034613
You could drive a semi truck into these holes!  ,negative,2025-05-15 14:33:42.034613
Linda Cardellini is the only thing good in this film.  ,positive,2025-03-08 14:33:42.034613
She's poised and amazing.  ,positive,2025-02-20 14:33:42.034613
Dee Snider just plain sucks.  ,negative,2024-11-30 14:33:42.034613
"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",negative,2025-05-12 14:33:42.034613
I was bored throughout the whole damn thing.  ,negative,2025-02-26 14:33:42.034613
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",negative,2025-03-18 14:33:42.034613
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,negative,2024-12-19 14:33:42.034613
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,negative,2025-04-25 14:33:42.034613
A piece of cinematic garbage captured on celluloid.  ,negative,2025-02-15 14:33:42.034613
Avoid at any and all costs.  ,negative,2024-12-24 14:33:42.034613
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",negative,2024-12-17 14:33:42.034613
Avoid this film at all costs.  ,negative,2024-12-10 14:33:42.034613
"I don't know what happened in Season Five, what a mess.  ",negative,2025-02-08 14:33:42.034613
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,negative,2025-04-30 14:33:42.034613
Now this is a movie I really dislike.  ,negative,2024-12-07 14:33:42.034613
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,negative,2025-01-15 14:33:42.034613
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",negative,2025-05-10 14:33:42.034613
"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",negative,2025-04-30 14:33:42.034613
There aren't death scenes like in previous movies and the f/x are terrible.  ,negative,2024-12-08 14:33:42.034613
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",negative,2025-05-02 14:33:42.034613
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",positive,2025-01-28 14:33:42.034613
"The best part about ""Nurse Betty"" is it's unpredictability.  ",positive,2025-05-07 14:33:42.034613
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",positive,2025-02-27 14:33:42.034613
"Otherwise, don't even waste your time on this.  ",negative,2025-04-16 14:33:42.034613
This one just fails to create any real suspense.  ,negative,2025-03-14 14:33:42.034613
"As for the killer, don't expect anything original or even remotely frightening.  ",negative,2025-02-03 14:33:42.034613
"There is, however, some pretty good acting (at least, for this type of film).  ",positive,2025-03-11 14:33:42.034613
I'm so sorry but I really can't recommend it to anyone.  ,negative,2025-03-30 14:33:42.034613
"One of the most boring,pointless movies I have ever seen.  ",negative,2025-01-12 14:33:42.034613
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,negative,2025-05-13 14:33:42.034613
Hated it.  ,negative,2024-11-29 14:33:42.034613
